52.87016699730884	0
54.63562499789987	1
64.14841699006502	2
66.59058399964124	3
82.02587500272784	4
83.58504199713934	5
84.98654200229794	6
92.11612500075717	7
93.02025000215508	8
93.98900000087451	9
102.30183399107773	10
111.5869159984868	11
112.84841599990614	12
113.89466599212028	13
114.88166599883698	14
122.72033299086615	15
123.5515000007581	16
124.34854099410586	17
128.26537499495316	18
129.09874999604654	19
130.4917499946896	20
139.82075000240002	21
140.65216599556152	22
141.49420800094958	23
142.29399999021553	24
143.18541600368917	25
151.24224999453872	26
152.4772499979008	27
153.44929099956062	28
163.50437499932013	29
165.0537079985952	30
166.93766599928495	31
175.91120800352655	32
176.79983300331514	33
177.65620799036697	34
184.76274999557063	35
186.1007499974221	36
187.01245800184552	37
187.86320800427347	38
195.94095800130162	39
197.12508299562614	40
206.51179099513683	41
207.3059579997789	42
208.08666599623393	43
209.07879099831916	44
216.3618329941528	45
217.3962910019327	46
218.47054100362584	47
225.57799999776762	48
226.4781659905566	49
227.30741600389592	50
228.0817080027191	51
228.86554099386558	52
237.725707993377	53
238.54433299857192	54
239.32129099557642	55
240.11349999636877	56
248.47058299928904	57
249.77658299030736	58
257.7458750020014	59
258.65849999536294	60
259.578415993019	61
260.46808299724944	62
267.41758300340734	63
268.31695799774025	64
269.2830409941962	65
270.15395800117403	66
279.5443329960108	67
289.3895000015618	68
290.29637499479577	69
291.16108299058396	70
292.20016598992515	71
293.4554579987889	72
295.0635000015609	73
304.19387499568984	74
305.11537499842234	75
305.9958329977235	76
306.83187500108033	77
313.68745799409226	78
314.52179099142086	79
315.46933299978264	80
316.31233300140593	81
317.22291599726304	82
326.1121249961434	83
326.9988749962067	84
327.8837499965448	85
335.02800000132993	86
336.123665998457	87
337.0870829967316	88
338.0502079962753	89
352.96725000080187	90
353.89554100402165	91
354.7597080032574	92
355.69637500157114	93
363.7412910029525	94
364.6995000017341	95
365.5914999981178	96
366.45529099041596	97
373.45754099078476	98
374.3222499906551	99
