61.59437500173226	0
70.35591699241195	1
72.73591699777171	2
79.35604199883528	3
88.4070000029169	4
89.40129200345837	5
90.49775000312366	6
97.77958400081843	7
99.75374999339692	8
106.32208299648482	9
107.4593749945052	10
108.8071659905836	11
119.08279100316577	12
120.66645799495745	13
121.43183300213423	14
122.16558300133329	15
132.96329099102877	16
134.74754100025166	17
143.9404580014525	18
144.83162500255276	19
154.31254099530634	20
155.13083299447317	21
155.97520799201448	22
156.79300000192598	23
160.6667500018375	24
161.7381249961909	25
162.72262499842327	26
171.8327499984298	27
172.81604099844117	28
173.68562499177642	29
174.4781659945147	30
181.50220799725503	31
183.7247910007136	32
192.80804099980742	33
193.68212499830406	34
194.50895799673162	35
198.42033299210016	36
199.8814160033362	37
201.03279099566862	38
202.16866600094363	39
210.08816600078717	40
210.88699999381788	41
211.69349999399856	42
219.6515410032589	43
220.58616600406822	44
221.49749999516644	45
229.32654099713545	46
230.54754099575803	47
231.84420799952932	48
232.97608300345019	49
240.79724999319296	50
241.63595799473114	51
242.46945799677633	52
250.333749994752	53
251.2469999928726	54
252.1944999898551	55
253.1458329904126	56
254.1637499962235	57
262.32875000278	58
263.2258749945322	59
264.09358299861196	60
271.01766600389965	61
271.93733300373424	62
272.8295409906423	63
273.75066599051934	64
281.88549999322277	65
283.05683299549855	66
284.1587500006426	67
295.3011249919655	68
296.9301659904886	69
298.1902500032447	70
307.4333749973448	71
308.3327499916777	72
309.22662500233855	73
310.15987499267794	74
318.0406659957953	75
318.9422499999637	76
319.82974999118596	77
321.01474999217317	78
328.92524999624584	79
329.8595829983242	80
330.80675000383053	81
338.76591599255335	82
339.6838329936145	83
340.5844579974655	84
344.49683300044853	85
345.3907499933848	86
346.3312079984462	87
347.2294579987647	88
348.1487079989165	89
357.45324999152217	90
358.47266599012073	91
359.3844999995781	92
370.1057500002207	93
371.3128749950556	94
372.23545799497515	95
373.1150829989929	96
375.3886659978889	97
379.20062500052154	98
380.087999990792	99
